canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
gebze::gebze_emlak_konutlari_3,gebze emlak konutlari 3. etap,1,5,"{""gebze emlak konutlari 3. etap"": 64285.71}",0.0,,gebze
gebze::emlak,emlak konutlari,1,1,"{""emlak konutlari"": 67857.14}",0.0,,gebze
gebze::emlak_gebze_2,emlak konut - gebze 2. etap,1,3,"{""emlak konut - gebze 2. etap"": 51769.23}",0.0,,gebze
gebze::toki_gebze_site_yonetimi,toki gebze site yonetimi,1,1,"{""toki gebze site yonetimi"": 54210.53}",0.0,,gebze
gebze::gebze_emlak_konutlari_2,gebze emlak konutlari 2. etap,1,1,"{""gebze emlak konutlari 2. etap"": 45500.0}",0.0,,gebze
gebze::toki_gebze,toki gebze,1,2,"{""toki gebze"": 46552.630000000005}",0.0,,gebze
gebze::doktor_kent,doktor kent sitesi,1,1,"{""doktor kent sitesi"": 28800.0}",0.0,,gebze
gebze::emlak_gebze_2_etap_5784,emlak konut - gebze 2. etap 5784 ada,1,1,"{""emlak konut - gebze 2. etap 5784 ada"": 48854.96}",0.0,,gebze
gebze::safirpark,safirpark sitesi,1,1,"{""safirpark sitesi"": 64000.0}",0.0,,gebze
gebze::zumrut_evler,zumrut evler sitesi,1,1,"{""zumrut evler sitesi"": 39166.67}",0.0,,gebze
gebze::koru,guzel koru sitesi,1,1,"{""guzel koru sitesi"": 53846.15}",0.0,,gebze
gebze::koza_kent,koza kent sitesi,1,1,"{""koza kent sitesi"": 57446.81}",0.0,,gebze
gebze::gebze_kirazpinar_emlak_konutlari_3_etap,gebze kirazpinar emlak konutlari 3. etap e parsel,1,1,"{""gebze kirazpinar emlak konutlari 3. etap e parsel"": 63053.1}",0.0,,gebze
gebze::gebze_toki,gebze yeni toki konutlari,1,1,"{""gebze yeni toki konutlari"": 60555.56}",0.0,,gebze
gebze::vadipark,vadipark sitesi,1,1,"{""vadipark sitesi"": 61052.63}",0.0,,gebze
gebze::balaban,balaban sitesi,1,1,"{""balaban sitesi"": 24166.67}",0.0,,gebze
gebze::ruzgar,ruzgar sitesi,1,1,"{""ruzgar sitesi"": 55357.14}",0.0,,gebze
gebze::yenikent_bogazici,yenikent bogazici evleri,1,1,"{""yenikent bogazici evleri"": 54800.0}",0.0,,gebze
gebze::yildiz_bloklari,yildiz bloklari,1,1,"{""yildiz bloklari"": 43181.82}",0.0,,gebze
gebze::yesilkent,yesilkent sitesi,1,2,"{""yesilkent sitesi"": 47857.145000000004}",0.0,,gebze
gebze::okyanus,okyanus sitesi,1,1,"{""okyanus sitesi"": 37304.35}",0.0,,gebze
